Code,Product Name,Batch Number,Valid,Created At,Last Verified At,Verification Count
"NNBRFEJ3","Herblix Ginseng","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"JD7HOQUE","Herblix Rose Hip","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"52E2VBM0","Herblix Echinacea","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"PT2Z6LG4","Herblix Turmeric","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"ADZJXAD3","Herblix Natural Cream","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"XC77YFBF","Herblix Peppermint Tea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"4YDCKJKO","Herblix Rose Hip","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"8PVTHOEC","Herblix Natural Cream","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"FBIKGA7R","Herblix Garlic Extract","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"NY8ANOGA","Herblix Lavender Oil","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"7YIACM1D","Herblix Chamomile","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"V3H38G0U","Herblix Organic Oil","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"V95QV41M","Herblix Ginger Root","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"FE92MXRH","Herblix Vitamin C","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"4UQ6S80Z","Herblix Vitamin C","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"RU8N8UJR","Herblix Turmeric","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"GUU9GNFB","Herblix Echinacea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"IOGYHUWF","Herblix Ginseng","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"M4IHWXBU","Herblix Echinacea","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"IYB6ELFO","Herblix Ginger Root","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"9PJC590X","Herblix Lavender Oil","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"EG0DFO76","Herblix Natural Cream","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"LHYH3N4G","Herblix Natural Cream","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"2PKA7L0V","Herblix Peppermint Tea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"J1CR4NAL","Herblix Herbal Tea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"G5Q5FVT1","Herblix Turmeric","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"0MFDIU12","Herblix Ginseng","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"2FUQJ4PB","Herblix Chamomile","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"FXY6CKL6","Herblix Echinacea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"HH26C9EU","Herblix Echinacea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"5VQTN9AH","Herblix Organic Oil","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"XTOHGFFC","Herblix Aloe Vera","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"5OKQIYXL","Herblix Vitamin C","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"HAE28M0G","Herblix Lavender Oil","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"I5AF1U1L","Herblix Rose Hip","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"I8MMO6RA","Herblix Herbal Tea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"YLD8MS1K","Herblix Echinacea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"W4W10EOZ","Herblix Natural Cream","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"4I7S8IGT","Herblix Chamomile","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"EHG9A3UZ","Herblix Natural Cream","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"RSUIEVEJ","Herblix Echinacea","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"GU9J3FUC","Herblix Rose Hip","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"7ENAKXBU","Herblix Lavender Oil","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"SZEBYRJG","Herblix Aloe Vera","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"HREGLN0K","Herblix Echinacea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"A5AZWO99","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"RY2O2IVA","Herblix Herbal Tea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"VNUMBZYB","Herblix Ginseng","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"LZUNVFRE","Herblix Ginseng","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"GP5CG4FZ","Herblix Aloe Vera","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"7F87E37M","Herblix Herbal Tea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"R9KXDWD9","Herblix Turmeric","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"WNGRDYUK","Herblix Natural Cream","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"O03BZVXB","Herblix Chamomile","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"V40EQKTW","Herblix Peppermint Tea","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"QNDAY4T8","Herblix Turmeric","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"5EOGZFE0","Herblix Herbal Tea","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"4GIA2NDW","Herblix Garlic Extract","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"EB2F5PQF","Herblix Lavender Oil","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"0T1MXX5E","Herblix Organic Oil","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"UXUK4WVY","Herblix Organic Oil","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"C1KGGYHX","Herblix Lavender Oil","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"XOH2IYM3","Herblix Peppermint Tea","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"FCGUO0ZX","Herblix Organic Oil","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"MOYHE5HM","Herblix Aloe Vera","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"OIVAF3AJ","Herblix Turmeric","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"WO8OF6RI","Herblix Echinacea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"NQW2ER80","Herblix Garlic Extract","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"BJ8YT8FJ","Herblix Organic Oil","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"MINWV4GS","Herblix Garlic Extract","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"96ZJ0VEC","Herblix Rose Hip","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"KTQJM3R0","Herblix Honey Blend","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"U7RWJ2JR","Herblix Natural Cream","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"9DB0GEWW","Herblix Ginseng","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"8G8ZB64E","Herblix Vitamin C","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"N4HLYM6M","Herblix Organic Oil","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"RNBKDLKA","Herblix Natural Cream","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"W6X3272V","Herblix Garlic Extract","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"F6W41R1J","Herblix Peppermint Tea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"FGNG7RE8","Herblix Vitamin C","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"A1IDFEV9","Herblix Vitamin C","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"9G6EYLWJ","Herblix Ginger Root","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"HUUV1QDO","Herblix Natural Cream","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"3TSQDL31","Herblix Garlic Extract","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"HEPW6QPB","Herblix Lavender Oil","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"SMH16KZY","Herblix Chamomile","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"1H06OJUG","Herblix Turmeric","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"0URFFBV2","Herblix Rose Hip","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"SSOM2BJM","Herblix Natural Cream","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"AKFX2KQA","Herblix Natural Cream","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"QR99CEWY","Herblix Garlic Extract","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"QIEGUEWA","Herblix Aloe Vera","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"GM1PMXJJ","Herblix Echinacea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"GTLW3B4O","Herblix Vitamin C","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"BOFJR6JH","Herblix Organic Oil","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"SZCPJT3O","Herblix Turmeric","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"5Q5ECKFQ","Herblix Echinacea","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"CIZWTV7K","Herblix Vitamin C","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"9F4AW0QI","Herblix Herbal Tea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"8XA9J9PZ","Herblix Echinacea","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"XCUSKOI0","Herblix Turmeric","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"YF24N2HB","Herblix Ginger Root","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"I1SI5M25","Herblix Peppermint Tea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"6N7M4S3F","Herblix Natural Cream","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"3TMFSX4P","Herblix Herbal Tea","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"84NXJXH8","Herblix Lavender Oil","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"OMJQF2LI","Herblix Ginger Root","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"A0ZWXOUL","Herblix Aloe Vera","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"6VBU1I3U","Herblix Herbal Tea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"J0J1W9UA","Herblix Lavender Oil","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"NCTMEJUH","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"7H0503M5","Herblix Rose Hip","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"NJTOCG2K","Herblix Vitamin C","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"A76DWCA9","Herblix Lavender Oil","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"VIUWHD3V","Herblix Organic Oil","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"5TO71VO2","Herblix Organic Oil","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"6RS0ANMT","Herblix Natural Cream","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"VCC8733F","Herblix Organic Oil","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"PHOUDBSV","Herblix Chamomile","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"C09GI0OV","Herblix Garlic Extract","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"LWREKJNQ","Herblix Turmeric","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"YBE5POYZ","Herblix Echinacea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"JBH0Z6JY","Herblix Ginseng","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"LFV39PDR","Herblix Turmeric","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"F1NX9E38","Herblix Herbal Tea","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"9YDBZU2I","Herblix Rose Hip","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"UTRSUZJQ","Herblix Ginger Root","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"EG5QY3EI","Herblix Aloe Vera","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"HT39L5WE","Herblix Natural Cream","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"EF3FYR88","Herblix Turmeric","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"PHF4DDYS","Herblix Turmeric","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"556LRORI","Herblix Organic Oil","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"63SNY910","Herblix Chamomile","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"6A7G5PKG","Herblix Ginseng","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"85HA9MR5","Herblix Echinacea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"71SAJRJU","Herblix Chamomile","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"UPMEF0RS","Herblix Organic Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"CGO1C49F","Herblix Herbal Tea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"ZTRU0QMU","Herblix Peppermint Tea","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"1UTR9ZQO","Herblix Garlic Extract","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"TTVXEJUQ","Herblix Lavender Oil","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"14AZPCXK","Herblix Ginseng","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"A4LTZZZQ","Herblix Lavender Oil","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"RR5YSP28","Herblix Honey Blend","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"BT9S7HHB","Herblix Echinacea","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"XYVKOGX0","Herblix Turmeric","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"3DDBN25R","Herblix Natural Cream","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"EG7KZ4BU","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"C34PTULR","Herblix Natural Cream","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"UF1KCA4F","Herblix Vitamin C","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"BCLOOV2I","Herblix Turmeric","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"LDFYVS94","Herblix Vitamin C","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"JJS27Y14","Herblix Ginseng","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"ZQ0XQL9O","Herblix Garlic Extract","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"1LAF9HQP","Herblix Natural Cream","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"QVGZ0V8X","Herblix Echinacea","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"885L1YSG","Herblix Garlic Extract","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"9O0839B2","Herblix Honey Blend","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"ZOP8NDOI","Herblix Herbal Tea","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"518QZ8ND","Herblix Organic Oil","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"D9VB31QL","Herblix Chamomile","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"MVPRH1EW","Herblix Peppermint Tea","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"S2QXX513","Herblix Chamomile","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"OF8HY6FH","Herblix Garlic Extract","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"Z5G42TEP","Herblix Peppermint Tea","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"9V2S1S80","Herblix Lavender Oil","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"KIQYJTEG","Herblix Echinacea","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"O2XMWORQ","Herblix Honey Blend","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"GNSKW8WP","Herblix Lavender Oil","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"K0VL2R73","Herblix Echinacea","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"L5H5J9SV","Herblix Ginseng","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"AYN5289H","Herblix Rose Hip","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"LQHZP5SJ","Herblix Rose Hip","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"EQYS2ILU","Herblix Garlic Extract","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"8R16FW0C","Herblix Lavender Oil","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"9I0K1BXE","Herblix Turmeric","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"OOM8A24M","Herblix Herbal Tea","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"EB9TZFUX","Herblix Echinacea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"Q7AU15PZ","Herblix Echinacea","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"05KWW9VY","Herblix Herbal Tea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"AH4FZV2Z","Herblix Lavender Oil","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"YFOZKUWR","Herblix Honey Blend","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"L0EK5L3A","Herblix Organic Oil","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"5SDS1W9T","Herblix Chamomile","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"QMR60PH4","Herblix Garlic Extract","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"HYC5WTU1","Herblix Honey Blend","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"N06O98EI","Herblix Turmeric","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"41Z9VA9V","Herblix Lavender Oil","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"M8D9869D","Herblix Chamomile","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"N1OPQOEO","Herblix Ginger Root","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"H4DIXKRV","Herblix Lavender Oil","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"W15U0TAD","Herblix Garlic Extract","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"JEKQ9WRB","Herblix Herbal Tea","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"30QP1T1B","Herblix Vitamin C","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"JTN4L7JG","Herblix Garlic Extract","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"6RX5KL1C","Herblix Chamomile","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"P8T6R8QR","Herblix Honey Blend","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"UNTAAYYO","Herblix Garlic Extract","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"WBB9B4JE","Herblix Natural Cream","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"5UZW9S3V","Herblix Turmeric","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"W6HFRHUF","Herblix Peppermint Tea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"GE7TALV6","Herblix Echinacea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"6G46NNR0","Herblix Organic Oil","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"E6JNU5IC","Herblix Herbal Tea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"3JND67T6","Herblix Ginger Root","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"WFQHSNDN","Herblix Echinacea","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"HVASDUVH","Herblix Organic Oil","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"Y8LWF43X","Herblix Turmeric","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"55O3UBGV","Herblix Honey Blend","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"JCJCJLCO","Herblix Turmeric","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"G9PWEUAY","Herblix Peppermint Tea","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"Y3NC2QLN","Herblix Organic Oil","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"ILKZE4UZ","Herblix Honey Blend","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"PJ7EHKFD","Herblix Turmeric","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"KC6SPVYU","Herblix Turmeric","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"FDZ8F7Q2","Herblix Ginger Root","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"DT18ZE80","Herblix Turmeric","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"LWZQT5DT","Herblix Peppermint Tea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"D0MTLWCF","Herblix Ginseng","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"PDB6OE8G","Herblix Lavender Oil","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"JBBSUQT6","Herblix Vitamin C","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"O6NTM8QL","Herblix Herbal Tea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"BM6N7DW9","Herblix Ginger Root","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"UA4GRSFQ","Herblix Ginger Root","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"M2Q28PO5","Herblix Chamomile","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"YUEHEJR1","Herblix Peppermint Tea","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"QHE13JBZ","Herblix Organic Oil","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"NVQB4H84","Herblix Garlic Extract","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"EMFTBH71","Herblix Peppermint Tea","BATCH-2024-009","Yes","2026-07-09T09:23:47.000Z","","0"
"X6676QAK","Herblix Peppermint Tea","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"IXUUY2UO","Herblix Aloe Vera","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"54WQGLPB","Herblix Turmeric","BATCH-2024-001","Yes","2026-07-09T09:23:47.000Z","","0"
"GWPRXTB5","Herblix Ginger Root","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"IR9LZAP8","Herblix Ginger Root","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"YXVHDJNC","Herblix Peppermint Tea","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"WQY743Y6","Herblix Rose Hip","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"UTKV0F48","Herblix Echinacea","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
"HYOBTAGN","Herblix Turmeric","BATCH-2024-005","Yes","2026-07-09T09:23:47.000Z","","0"
"HRCJWFD0","Herblix Organic Oil","BATCH-2024-004","Yes","2026-07-09T09:23:47.000Z","","0"
"5EW9LK1O","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"65P53OLD","Herblix Turmeric","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"LUVGPNEV","Herblix Chamomile","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"Z7ZG9WG2","Herblix Ginger Root","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"Z7FETYCE","Herblix Peppermint Tea","BATCH-2024-008","Yes","2026-07-09T09:23:47.000Z","","0"
"0U1U6N04","Herblix Organic Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"15G062VU","Herblix Turmeric","BATCH-2024-006","Yes","2026-07-09T09:23:47.000Z","","0"
"QP4UMVS8","Herblix Ginseng","BATCH-2024-010","Yes","2026-07-09T09:23:47.000Z","","0"
"DV198X1X","Herblix Aloe Vera","BATCH-2024-003","Yes","2026-07-09T09:23:47.000Z","","0"
"VBPAUCSW","Herblix Lavender Oil","BATCH-2024-007","Yes","2026-07-09T09:23:47.000Z","","0"
"MRT4VOUV","Herblix Ginseng","BATCH-2024-002","Yes","2026-07-09T09:23:47.000Z","","0"
